Unnamed: 0,Product,Review_Summary,Rating
32534,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Simply awesome.... No words can explain how much wife is happy and feeling relieved... Does the job perfectly, vessels get sparkle clean, hygienic wash, no odour,  consumes less water compared to maid...You will definitely think that should have bought much earlier....Kitchen is always clean and no dirty vessels waiting to be cleaned....  Goodbye Maid :-)Thanks Flipkart for delivering premium product with utmost care and damage free packaging. Thanks Bosch for making our life hassle f...",5
32535,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"After use of one week of dishwasher here is my review..1. It is very good dishwasher with excellent ability to clean basic utensils perfectly despite some issues of cleaning sticky parts of kadhai and milk pots. ( But of u keep soaked inside water, even these utensils get cleaned perfectly)2. Water used for this dishwasher is very less which is around 10 litr per wash. Only requirement is that drinking purpose water or municipal water shall be used strictly and not bore water or salty water...",4
32536,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,I just love it .Everything is so perfect  quality is really up to the mark . Happy with the purchase,5
32537,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Writing this review after observing the product and functionality for 2 weeks. The dishwasher is excellent and delivers as expected. The utencil get cleaned so nicely and the shine is bright. Great product and a must one at home. Definitely dont need a maid now.About Flipkart:Really satisfied with the experience. The order was delivered on time and the installation was with in the promised timelines. Maintained decent levels of hygiene during this Covid19 times.,5
32538,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"I'm reallyyyyyyyyyyyy happy with this product it is my first dishwasher and I contemplated a lotttt before buying it but here it goes it washes the dishes sparking clean especially steel,, microwave safe glass plastic & crockery. Using it once a day is enough for a family of 3_4 if more members it can be used twice a day relief from maids !!!!!",5
32539,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Completely satisfied with the machine, does the job very well.We should have reasonable expectations what the machine can do; tough dry stains from tea, milk can be cleaned but you need to select the right program and the vessels have to be placed appropriately - you can figure this out by seeing the water sprinkling ports on the rotating blades.Saves water; detergent/ salt/ rise aid consumption is low.Bosch is good.100% recommended!",5
32540,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"it's a decent product . you have to keep the utensils in a particular fashion to get best results . even though Bosch says "" no prerinse required and just have to scrape the food materials "" . this is not fully true . if the plate is dry , then there can be some residue still remaining after cleaning . this is seen even with the intensive kadai option . However for lazy People like me and my wife , it's a good buy . Recommend to soak the dishes in water immediately after your meal which make ...",4
32541,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"A great product, cleans the utensils perfectly with nice shiny finish. Loading capacity is good, power usage is also great, hardly any increase in my electricity bill (using once a day)",5
32542,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,I'm writing this review after 7 months of usage. the dishwasher looks pretty cool and also does the job it's meant to.. dishes come out really well. there are 5 menus to wash which you can juggle between depending on the dish load. one gripe is it doesn't clean any dirt that's stuck well - like the tea vessel or idly plates. apart from that it's a very good appliance to have. no problems so far.,5
32543,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"The product looks good and user friendly. Installation and service engineer demand complete home setup, earthing, pipe fittings & every supplement for machine to run, they will just come and fit and give demo, so keep the atmosphere good enough to hold the machine",5
32544,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,well suited for indian utensils. one should know how to arrange the vessels in the places for optimal results. it has the excellent future convert hard to soft water. for me this is a 2in1 benifit from this machine.,5
32545,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"I have been using this dish washer model for last 4 weeks .Absolutely worth the money and belies the feeling that dish washer is not suitable for Indian kitchen. It works well in combination with finish salt,detergent and rinse aid combination. Look forward to using it for a long haul. Would say it's an investment which can never be regretted and good riddance of the maid tantrums.",5
32546,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"What a relief, i feel now. Bosch Dishwasher is simply a miracle majic box for me . i am too happy to share this review that it??s a best choice. Friends wish to buy just buy it. totally happy and satisfied.?????¬",5
32547,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Best in class..but load detergent to the fullest for effective wash..A suggestion for Bosch is to improve some more effective way in wash like rough and hard-core...Future machines in all home,5
32548,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Probably Lucky enough to have the delivery, installation within 2days after placing the order. Except the cost I'm extremely happy with the product, I'm more inclined to Bosch because I already own a washing machine from them.",5
32549,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,It was delivered and installed before the schedule as I requested for the same. The machine is working fine and serves the purpose very well with the shining utensils. I  need to get educated for the powder and salt type and quantity required for feeding the dish washer. Rest all fine and no need to have a second thought. Highly recommended.,5
32550,BOSCH SMS66GW01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"I brought the dishwasher being sceptical about how clean the utensils can be . But I am very satisfied with the product it can clean hard stains to the level of boiled milk and fried kadai stains. If any of you are planning to buy I recommend this dishwasher.Advantages is it saves water, Time and washes in hot water. Disadvantage I can point out may be electricityFinish table's are the best to use but fortune does a decent job.Approx expense is 800/month for 2 times usage for a famil...",5
