Unnamed: 0,Product,Review_Summary,Rating
31914,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Initial review after using for 2 days. Very useful in covid times. Size is appropriate for small kitchen..Utensils comes out clean but we prefer to rinse utensils a bit else stickiness patches of milk etc may remain at some places..as of now using 1.30 hr cycle. Currently, very satisfied with voltas beko machine..the demo guy has good knowledge and brought salt, dishwasher detergent and rinse along with which is good (obviously need to pay extra for that) .. flipkart delivery is awesome",5
31915,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Excellent product very satisfied with this product.. My mom is very happy.. Saves so much of our time and energy.. And yes it's best for 2 or 3 persons and so it's suits us perfectly..,5
31916,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Awesome product. No complain with cleaning. Better than hand. At this price this is the best product. Delivery was done nicely and installation and demo was very good. Thanks to all.,5
31917,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,I purchase Voltas beko dishwasher machine after seeing many videos about it and read information.  Thanks a ton for sharing their experiences and knowledge. We need to do plumbing work for inlet and outlet for machine before demo person comes.  And we should plan for the space as well  for keeping machine ( with stand) . Machine works well . Once in a while it does not clean properly ..but majorly it works much cleaner . We can't put aluminum kadai and cookers as it changes the colour . But w...,5
31918,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Overall good product, To get optimum results, the water hardness level should be set in the the dishwasher. Installation was simple plug and play, if you know a bit of plumbing, I did it myself. Voltas gave a free gift of dishwashing tablets from Vim for around RS1000/-. This is a useful product, given the current scenario, and can be used by a small family of 2-4 persons. Appropriate size to sit on the counter top...",4
31919,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Have been using it for 2 weeks. Always preferred the big one but had to buy 8 place setting because of space constraint. If you have enough space in home then please go ahead with 12 place setting or higher. As for cleanliness, it cleans well and apart from burnt vessels, everything gets cleaned including milk vessel. Also, and lot of cleansing is dependent on the detergent or tablet you use. We tried with 4-5 brands and settled with finish detergent. So keep that in mind.",4
31920,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Pros . perfect for small family.Fits  dmarts dishes easilyTakes 20-30 mins. Cleans utensils except burnt pots. Cons. Indian big steel plates dont fit in.Doesnt clean properly if not placed correctlyToo costly detergent approx 700 per month,5
31921,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"The product is awesome. Tho there's cost cutting. I didn't get tap connector and all. But still it's great.  1:30 Hour cycle is the best cycle. It can easily handle the load of 4-5 people if you know space management inside the dishwasher. You can wash 4-5 plates, 3-4 utensils, 6-7 glasses, 3-4 Kolis easily. Aluminum utensils will not be suitable in any dishwasher so beware of that, If you have too much aluminum  dishes. I was little unhappy by the installation guy because he didn't come seco...",4
31922,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Perfect for small family of 3-4 members. Very compact and giving best results in ECO mode. Delivery was on door even during lockdown. Installation and demo was done within 2-3 days and was up to the mark.,5
31923,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,I bought dishwasher machine after seeing many videos about it and read information.  Thanks a ton for sharing their experiences and knowledge. We need to do plumbing work for inlet and outlet for machine before demo person comes.  And we should plan for the space as well  for keeping machine ( with stand) . Machine works well . Once in a while it does not clean properly ..but majorly it works much cleaner . We can't put aluminum kadai and cookers as it changes the colour . But works good with...,4
31924,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Horrible experience. Instead cleaning, all utensils become white after washing. Despite of complaint and several follow ups, no response from voltas.",1
31925,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Nice performance , washing is very good, better than hand wash but,  Steel, plastic and ceramics material are allowed, alluminium or brass are not allowed on machine (Salt take reaction).",5
31926,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Worth buying,4
31927,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Worst quality. Never buy a voltus beko dishwasher. Only regret.,1
31928,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Satisfied with product,5
31929,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Nice product,4
31930,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"It's a very useful household product. It's hassle free, very compact and fit for a small family of maybe 4 members. Its hot wash program is simply superb. Go for it...",5
31931,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Not washing utensils properly even after using good quality rinseaid salt and detergent utensils are not getting clean,3
31932,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Working very fine. Good for a family of3 to4 members.,5
31933,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Amazing product must buy for Indian kitchen,5
31934,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Good performance at a great price. Utensils come out sparkly clean and shining. Hand washing cannot match this. Even plastic containers which become yellow due to haldi and masala come out pure white.,5
31935,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"One tablet per wash, 90 min clean and shine cycle, and that's it. You will get cleaned utensils every time. Due to space constraints i have selected 8 place model, but it is sufficient for us.",5
31936,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"worst customer ever, never recommend to buy anything from #Voltas #boycottvoltas #",1
31937,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,dishwasher is very good .but service is third class or classlesI watch the installation and operatingVideos on you tube and then bye thisDishwasher .so go for it in my method.,5
31938,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Satisfied,5
31939,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Very useful,5
31940,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Helpful ?§?,5
31941,Voltas Beko DT8B Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Amazing product...,5
