Unnamed: 0,Product,Review_Summary,Rating
59218,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming LaptopÂ Â (15.6 Inch, Shadow Black, 2.25 kg)",Amazing laptop worth each and every paisa build quality is very very top notch and good support of 1 hdd 2 m.2ssd and 2 rams with spare parts of each thing good job lenevo bestest of allð¦¾ð¦¾ð¦¾ð¦¾ð¦¾ð¦¾,5
59219,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming LaptopÂ Â (15.6 Inch, Shadow Black, 2.25 kg)",Budget friendly laptop. I can never buy any other brand laptop on this budget. The performance is good and cool looking laptop. Worth for money,5
59220,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming LaptopÂ Â (15.6 Inch, Shadow Black, 2.25 kg)","First of all its a fabulous laptop for gaming. It is good for those who are looking for more than casual gaming, but it is not for those who want be a professional gamer, Good laptop for this price range...",4
59221,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming LaptopÂ Â (15.6 Inch, Shadow Black, 2.25 kg)",All is good but battery performance is very poor.,5
59222,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming LaptopÂ Â (15.6 Inch, Shadow Black, 2.25 kg)",Best gaming laptop you can buy in this price segment . But few things you have to consider The battery life is pretty low and it's Wight is 2.3kg .Although other things are superb ð¥ð¥,5
59223,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming LaptopÂ Â (15.6 Inch, Shadow Black, 2.25 kg)",Best Intel i5 Laptop can be used for multi tasking.Display is very good and response time is very fast.Body design is very good. Light weight easily can be carried while traveling Overall a very good laptop by Lenovo,5
59224,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming LaptopÂ Â (15.6 Inch, Shadow Black, 2.25 kg)",This is a very good laptop I bought it for 43k in sail It gives the best performance don't expect battery life from this after it is a gaming laptop because it gives the good performance.display also good one.you can go for itð¥³,5
59225,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming LaptopÂ Â (15.6 Inch, Shadow Black, 2.25 kg)","This variant of Lenovo is really amazing,it's running smoothly with zero lag , Additional Features like Lenovo Vantage let's you explore and monitor your battery and software performance and makes  gaming experience fun and it's easy to access all features.The slanted edge on laptop lid gives amazing front look ,over all its best ; you can code and play heavy games with above 40 fps. It really cool laptop because I got it around 42000 /- including credit card.....offer..",5
59226,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming LaptopÂ Â (15.6 Inch, Shadow Black, 2.25 kg)",Of first look it's awesome. If u like a plain design then it's best for you. Performance is awesome but there's one problem the battery it's 45wh it would be better if it was 75hw Or more anyways it is a best budget gaming laptop who don't want to invest a large amount of money. Go for it,5
59227,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming LaptopÂ Â (15.6 Inch, Shadow Black, 2.25 kg)","Nice laptop, good performance, good battery. Display brightness is something less than other laptops. Overall it is a good look and good quality product.",5
