Unnamed: 0,Product,Review_Summary,Rating
33210,Faber FFSD 8PR 14S Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"I am very happy with purchase and service. Its a life saviour during the lockdown. We have permenantly shifted from maid to dishwasher now. Completely reliable, safe and clean.",5
33211,Faber FFSD 8PR 14S Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Great service through on kitchen ikon - pune .,5
33212,Faber FFSD 8PR 14S Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Very nice,5
33213,Faber FFSD 8PR 14S Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,It was easy to operate,5
33214,Faber FFSD 8PR 14S Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Nice product,4
33215,Faber FFSD 8PR 14S Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,simply osm!!!!!!,5
33216,Faber FFSD 8PR 14S Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Everything was fine except the service provider,4
33217,Faber FFSD 8PR 14S Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Tap adapter not available with this product. My installation still pending. Still searching for tap adapter.,5
33218,Faber FFSD 8PR 14S Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Good for use .... Only drawback is we can't wash Aluminium utensils in dishwasher,4
33219,Faber FFSD 8PR 14S Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Good,5
