Unnamed: 0,Product,Review_Summary,Rating
33243,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Got the machine delivered and installed precisely as per estimated schedule. Prompt delivery by Flipkart and similarly the installation support by Faber was fantastic. Haven't started on actual usage as the unit being installed at our newly constructed house. Shall post the review on its performance very shortly. Thank you all !,5
33244,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Amazing Product.Excellent service by Flames Kottayam. Given installation & demo at right time.,5
33245,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Awesome product with fast installation,5
33246,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Good products but have to select long cycle to clean utensil.,4
33247,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,After a week we find a huge leakage of water from the base of the machine I raise queries many times but no response waste of money not so good I'm feeling dissatisfied I buy this to my mom cos she cleans vessels daily alot I need some help,1
33248,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Product is working very good. I am very much satisfied.,4
33249,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Faber has provided an amazing product and demo person was polite and very helpful!!,5
33250,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Excellent Rahul,5
33251,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Anbu kumar from ideal care Chennai has fixed the dish washer and conducted a demo and explained the salient features of the equipment.,5
33252,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Great product,5
33253,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Excellent demo and prompt service received.,5
33254,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Damage item,water leaked under side don't buy this product",3
33255,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Installation and demo was good,5
33256,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Good ???,4
33257,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Insulation &  demo ok ganesh,5
33258,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Product was good and installation was completed I am satisfied installation by (Arvind),5
33259,Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Good product. Easy use and best for indian utensils. Good Service and installation . Service personnel explained everything well.,5
