Unnamed: 0,Product,Review_Summary,Rating
33169,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Sms24a does it jobs very well. It does not have    following functionsVario speed, Intensive wash 70 and extra dry function. I find vario speed., intensive wash and extra dry are functions which will be rarely used because they consume more energy and water. it will not be efficient to run it daily. I find running Eco 50 almost always gives good result. Utensils come out very clean. It takes time but gives fantastic results and is very efficient. Also I find that utensils arrangement is i...",5
33170,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Delivery and installation experience was quite fabulous. Detergent is not easily available and Powerball are quite costly. Overall experience is, it isnt all that simple of plug and play. Need to remove food from dishes and arrange them. machine cleaning is a 2.5 hour process and detergent is very costly.",5
33171,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,I got the delivery from Flipkart in 5-6 days as I had placed a COD order on 2nd June but the installation took a lot of time & I had to followup almost daily for 8 days to get it installed on 18th June.I have been using it for past 40 days now & I am happy with the product performance.,4
33172,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Amazing dishwasher,5
33173,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"We initially hesitated to go with an Entry level dishwasher, however when we went with Bosch sms24aw00i model, our perception changed after  3 days usage.. Its does an amazing job and we are really satisfied.  Just go for it..",4
33174,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,The delivery from flipkart was swift. The bosch team came within 3 days to install the machine. The bosch team came again to help when we received the stand. The dishwasher cleans fabulously well even the greasy kadhais and pots. Made life easy during the lockdown.,5
33175,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Amazing ,good, super, mind blowing, fantastic ,marvelous",5
33176,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Amazing product,5
33177,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Cleans nicely with bosch tablets rinse only,5
33178,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Happy with machine. Such a relief,4
33179,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"It's a very old model with no timer display.Installation service by Bosch is very bad. The installation guy would come up with some excuse to charge money from to install the product. So be ready to shell out arround 500 for installation.Further, even after paying Bosch personnel for installation, the pipe connected to tap started leaking in two days.In relation to quality of product, please do not expect very high quality cleaning. The milk and the tea utensils come out dirty Everytime.",1
33180,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Item received intact, good packing. Received the call on same day for installation. Totally a happy purchase. Thank you Flipkart and Thank you Bosch",5
33181,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Damaged product,2
33182,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Thanks for installing well advanced. The Delivery person & the installation person done a good job . Thanks flipcart.,5
33183,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"It does the job pretty well although It doesn't have LED display, intensive kadhai and vario speed.",4
33184,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Loved the product as well as service,4
33185,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Good but not for family of 4 and above,5
33186,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Very good product for 30k, dish washing is no more a hassle.",5
33187,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Thanks to Bosch and Flipkart for making my job easy,5
33188,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,excellent,5
33189,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,It is noticing properly,3
33190,BOSCH SMS24AW00I Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,V good,5
