Unnamed: 0,Product,Review_Summary,Rating
96328,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Writing this after using Vivobook 15 for 3 days consecutively.Smooth and FastDisplay 10/10â¢The Colors, the details and especially the eye care protection feature is a plus point I would like to give. You can work on it like more than 5hrs and its not gonna hurt your eyes trust me.I like everything about this laptop like Premium look, Light weight, fast processor, fast charging support, expandable memory slots but the only thing which I didn't appreciate is the battery backup. Sadly it gi...",4
96329,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Day2ProsDesign looks good Performance till now for basic process is great Fp sensor is snappy Myasus app is good and simple. ConsBattery seems to be a downpointCamera quality ain't goodAlready knew these cons.Will update after use of 1 week.,4
96330,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Very good  for usage  after 1 month it is good and now it will faster like new very happy with this product . quality is really awesome .ð,5
96331,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","If you can affort few thousands extra you can prefer other laptops with same config.I came to know about done limitations of this laptop-poor webcam not even suitable for day to day online classes-Sound very low, need to connect external speakers-Keypad not visible due to same colour of laptop body and keys. Backlight not available.-Low battery backupTo save cost Asus has done these compromises.Performance wise doesn't see any issue, but since I'm using HP laptop also these small th...",2
96332,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Design looks goodPerformance till now for basic process is great,  Colors, the details and especially the eye care protection feature is a plus point, Premium look, Light weight, fast processor, fast charging support. I would like to recommend this laptop for regular users..",5
96333,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Well the performance is nice & have a nice UI but the only thing could have been better is it's battery. Otherwise you can go for this product blindly.,4
96334,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","I got this device at 27k in BBD.    At this price range i am satisfied.Prosss.   Slim and light weight,. i3 10 gen is good 4 normal usess in student life, 512ssd that's good,. Display is large,type c port , fingerprint.Cons. Battery is normal but not good,display is good but not best. Keyboard is not backlit.  But I am happy to this deviceð¥°",4
96335,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Using Asus Vivobook 15 had been an incredible journey, since I am using it for over a year now, I think there's no other gadget at this cost that had be able to fulfill all the needs. Its a SSD so its work quite fast, within seconds my home screen is before me. And my main purpose of using it is for MBBS so I feel quite relaxed to study contents from it.",5
96336,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Awesome LaptopDisplay5/5Battery3/5camera3/5Design5/5Keyboard 5/5quality and build 5/5color5/5installation and delivery5/5This laptop is easy to carry and light weight and Good for daily useâºï¸Tnx flipkart for Give my fav laptopâ¤ï¸,5
96337,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Highly recommended for students and other professionals who are using Windows office. I am not a heavy user though I do not intend to judge other functions.- User friendly- Computer boot in 14 sec- Fingerprint sensor is OK- Not impressed with battery life.- Personally, Windows 11 is impressive.Go for it if you are not a graphics designer or other professional who needs heavy graphic support.Purchased it with Rs- 36490/-(including 1500/- off with icici credit card EMI)",4
96338,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Writing this review after using it for almost a month. Bought it in big billion days for 28k Everything is fine with this laptop except its battery but that will not be a problem if you are not a heavy user just keep it plugged in. This laptop is perfect for basic uses like browsing and coding. Do not buy it if you want to do photo and video editing.,4
96339,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Best in budget. Not expect more than enough. This is enough 8 gb RAM & 512 GB SSD is giving nice performance...ð¤©ð¤©ððð,4
96340,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Writing this review after 3 days use.... First of all I will say just go for it, it's a lovely laptop without any problem.Everyone is saying about battery backup that battery backup is not good but that's not true battery backup of this laptop is 5-6 hours in normal use of continuously... Display is awesomeðð... Design is amazingðð... Performance is bestð¯ð¯... I think I have cleared all doubts of all of who are seeing reviews....ðFree advice- Don't think too much bro Or sis just ...",5
96341,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",This is only for offline & office work person performance is very good in this price bracket.... important note - only one thing I don't like about this laptop is 45%ntsc display ...i think it's manage that because of lower price ...those who wants for multimedia don't go for it ...go for the OLED screen varient ...,4
96342,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Best in quality design.Excellent quality DisplayBest in quality keyboard and TouchPadQuick and nice fingerprint sensorBattery life is fine lasts almost 3 hours on full charge Speakers are of average quality RAM can be upgraded upto 16 gb but it has only 1 upgradeable memory slot as one slot is already being fixed with the motherboard Overall must buy laptop if you're looking to buy something around 30k.,4
96343,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Asus vivobook 15 is best laptop under 35000..im totally impressed with this laptop... Flipkart provide fast delivery and very good packaging.. I recommended to buy if you buy a laptop under 35000 than you go for it. Really loved it.. Excellent,5
96344,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Don't buy this limited features like processors i3,Best future uses wait and add some more buy i5,i7 ...This laptop has big battery problem.not fast charge.bottom design was plastic coating when u drop it  slips parts ohhhh.i recommend to move best featured lap",2
96345,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",correct in all respects But It just doesn't have the CD drive. Good build quality and nice color Working fine.Battery ð is good About 6hrs backup. Very good product in all respects,4
96346,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Good laptop in this price range,5
96347,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Nice product ðð»,5
96348,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Good,5
96349,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",All good but battery backup not good enough,3
