Unnamed: 0,Product,Review_Summary,Rating
53416,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),nice product help full for kitchen,4
53417,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),"Nice one  I happy so products is  kitchen first choice ,,,, ,,,,,,,,,,, jainamore bokaro jharkhand",5
53418,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Very brittle and feels like would break apart on everyday regular usage,3
53419,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),It's didn't work,2
53420,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Received damaged food processor.,1
53421,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Overall poor quality plastic is used which feels very delicate while handling the jars.,2
53422,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Value for money product,5
53423,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Over sound very noisy disturbing to others Very very worst product pls donât buy,1
53424,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Nice product packing was good delivery was on time i m satisfied thanks flipkart,5
53425,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),very helpful product.. i like everything. the best is kneading flour.. ya but need some practice.,5
53426,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),It's pathetic,1
53427,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Inalsa food processor is the best,5
53428,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Wow..nice,5
53429,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Jk bharadvaj,5
53430,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Very noisyâ¦.,1
53431,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),This product is good and on time delivery from Flipkart..Go for it this is cheapest and good food processor,5
53432,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Satisfied,5
53433,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),It will make kitchen life easier,5
53434,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Good Product,4
53435,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Gud product for homely kitchen,4
53436,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Nice product âºï¸ happy thanks,5
53437,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Nice product ð and very helpful in kitchen âºï¸,5
53438,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Delivery is very fast 3 days before nice and beautiful,5
53439,Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jars & 11 Accessories 800 W Food ProcessorÂ Â (Black/Rose Gold),Everything is gud but graterblade is not that gud as it grates very thick u cannot make halwa for that again u hve to gring with chopperAnd there should b 1 more dry jar to grind all masalaGrater blader is not as expected it should be more thin,3
