Unnamed: 0,Product,Review_Summary,Rating
33115,LG DFB424FP Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Best in class after searching for various product in different brands also new brand on flipkart I decided spending once in life time.. Why to waste money on others.... Saw many posivitive reviews for other brands as well. But there comparable negative reviews too.. Hence decided to LG as best option... After using it.. I can say a perfect buy.. Just most similar to my LG front load 9kg machine... Most of the settings are simpler to understand.. Would recommend to all..,5
33116,LG DFB424FP Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,The best ever dishwasher. The extra dry feature works like a charm. Turbo mode is only 1 hour Wash. Don??t go with other brands..LG is Awesome.,5
33117,LG DFB424FP Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,I didn??t have much expectations from LG dishwasher and I just thought that half of the work load will get reduced for us but to our surprise it is very useful and best in cleaning almost all types of utensils.,5
33118,LG DFB424FP Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Bought a year back and used it extensively during lock down period. All dishwasher have certain limitations when it comes to Indian utensils but if used correctly all type of utensils can be cleaned in dishwasher except wood, iron or some type of plastic s. As compared to other dishwashers LG offers much more wash options including steam which makes it best from the other dishwasher available in the market. Do extensive research before buying any dishwasher especially if total utensils to be ...",5
33119,LG DFB424FP Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Lovely dishwasher.Suitable for family of 4 with dual rotor and quad (4) wing rotor that assures better cleaning compared to other brands.The washer is sturdy and has minimal noise and almost no vibrations even in turbo or intensive wash.The trays are well suited for Indian utensils.Wonderful product,5
33120,LG DFB424FP Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,PRODUCT IS GOOD. IT CLEANS WELL COMPARE TO THE DISHWASHER WHICH I USED BEFORE. PLEASE CHECK YOUR WATER PRESSURE BEFORE YOU MAKE A PURCHASE.,4
33121,LG DFB424FP Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,No auto restart after a power cut. The cycle will continue again if there is a power cut at the end of the cycle.,2
33122,LG DFB424FP Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,The Best Model in the Market right now . Takes 2.5hrs for cleaning just like washing machine and Try degetting detergent cubes than powder,5
33123,LG DFB424FP Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Flipkart delivery is very good & fast. But LG service is extremely poor,5
33124,LG DFB424FP Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"This is good product, but the power off issue is very bad, due to this we are using it with turbo mode which will wash in 1hour, Otherwise avoid buying this dishwasher, i would give 5 star if this issue is resolved",2
