Unnamed: 0,Product,Review_Summary,Rating
32831,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Flipkart is awesome as usual in delivery and communication part. The product is also beyond expectation. All utensils are clean shiny and dry after every cycle. The minimum mode is enough for daily use. The Eco mode is awesome, most greasy utensils also cleaned in this mode. Till date top mode not required for me. Sometimes very little stain is there in heavily soiled Kadai, but it is easily cleaned after wash, though I have not used Top mode.Value for money, Cheapest best product compared ...",5
32832,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,We got a good deal during Freedom sale. Delivery was quick and installation happened within 24 hours. The packaging was strong and sturdy.I have been using since 1-2 weeks now. And it is running smooth. The washing and drying functions work effeciently.. However the milk/chai pans still leaves some stain..  you can clean it with water easily later on.. It is a good option when you don't want to rely on someone else for house work,4
32833,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Review after using it for 1 monthPros:1) Budget friendly from a well known brand2) Perfectly suited for Indian vessels, 14 plates is sufficient for the family size of 4-53) 5 modes of wash,Salt indicator and Rinse aid indicator available4) Consumes less amount of Detergent, however salt is dependent on the water hardness.5) There is a Salt setting and Rinse setting for dispensing, which is a must for any dishwasher6) Inside body is full steel, rest all costly brands has fiber body tow...",4
32834,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Just woww experienceI have prepared in advance with plumbing setup required for the dishwasher installation. Flipkart promptly delivered the machine before estimated time & i have installed it myself the next day. This is my second voltas beko dishwasher (14 place setup), earlier i have purchased table top version of 8 place setup. But bigger machine has more space and equipments as per heavy duty washing.I am happy with my purchase & my mom is very happy as she doesn??t have to depend on ...",5
32835,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Both product and its customer care is bad. Technicians who come to guide are untrained and have no knowledge of the machine. For me purchase of this machine has been nightmarish. No programme including intensive worked to clean my utensils after consuming my electricity and water in abundance. Many calls were made to customer care who came gave same instructions but could not solve the problem of not cleaning our utensils. Machine has no auto start programme so if electricity fails you have t...,4
32836,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Review 10/Nov/2020: Price is less. Our work of dish washing is done with no issues. Its features are sufficient and I feel any other dish washer of high cost doesn't add any much to it. We can go ahead and buy it. And also we have good number of years of warranty. This is my review after usage of 7 days. Any new findings would certainly updated here after few more months.Review 05/12/2020: Customer cares of voltas keeps create some requests on behalf of us (even after installation) through ...,4
32837,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Amazing purchase, all the myths about dishwashers are wrong. We use this for a family of 9 people, twice a day. All utensils steel, porcelain, glass, melamine, plastic come out spotless super clean.Good value for money, way more worth investing in a dishwasher than washing machine.",5
32838,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Its working well for past 10 days and cleaning most of the utensils except the Pan with Tea Marks or anything with some burnt marks. However there was a problem in its program as per manual every program when finishes must show END but I never saw End in any of the 5 programs however the problem gone now automatically may be the drain pipe was not properly put in drain hole thats what Voltas told.Cleaning is good and capacity is too good as takes all Utensils which was taking 1 hr to clean...,4
32839,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Using this machine for last six months.Absolutely trouble free .Working wise, using eco mode mostly , so hardly any electricity bill change. Capacity wise too good ,even able to clean 13 inch ss thaalis in it. Builtwise looks just near perfect and strong. Little time is required  to get the hack of use but then one can use youtube videos or manual provided .Only little worried about strong chemicals used ,salt , rinse aid and detergent . The shine on stainless steel utensils is just too good ...",5
32840,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Voltas beko DF14W dishwasher is perfectly working on all modes and it cleans all types of materials perfectly.I'm very much satisfied with performance and i'm writing this review after 1month continues use.Power consumption and water consumption is normal and works well with any detergent and best and recommended with finish or crystale products.Removes tuff stains and hardly spoiled vessels containers dishes.,4
32841,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"I have purchased this machine in October 2020, It is very good product, useful for family of 3-4 person. One has to use space inside the machine efficiently to accommodate more utensils inside. Nice product. This review i have written after using this machine for 3 months.",5
32842,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,The machines a great help. Its working very fine. Ine thing that the rodent protection net/ cover is required. My machine was attecked by rat and it cut the wire. My humble request from the manufacturer to consider this situation please.,4
32843,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Product was good and all the utensils were clean but not super clean ,the tough stains will remain as such",4
32844,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,nice product  and Cleaning  silky and shine 5 star rating product  price  very affordable and user friendly operating,5
32845,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,I was in dilemma...to go with voltas beko or midea....so finally i opt for voltas beko...as it has 5 years warranty on motor and its good customer service  ....i have taken a good decision by opting voltas beko...after getting my product...with in 1 days they finished the installation....no problem at all from the machine....working good....utenstils are so cleaned after taking it out from the machine....this dishwasher has the same modes like other dishwasher.....plss go for it???,5
32846,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Before buying this this dishwasher, we researched on various aspects, features of multiple models (Voltas Beko and other makes) and finalised on this model.Using this model is as simple as using a Top Load Washing Machine - Simple, Quick and Effective.We have used 1 hour program for cleaning as we always had the habit of rinsing the utensils and keeping, infact because of that habit operating the dishwasher has only made our job easy.Trust me, after you see the vessels clean and dry you...",5
32847,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"I have been using the machine since a month now...and the machine cleans the dirtiest of vessels. I have tried putting oily, greasy, buttery and dirty vessels in it....they all come out squeeky clean.You can use the Finish All In One Max soap it gives brilliant results. It's slightly on the expensive side....but the Crystale Dishwashing soap gives amazing results as well. I am really happy with the dishwasher and would recommend every one to go for it",5
32848,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,We are using this product since last 5 months. cleaning is good but there are pre-requisites to this. Clean utensils with water or soak it just after use. It will work as a charm.,4
32849,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Very satisfied with the quality of cleaning. I have been using it since a week. Milk vessels are also being cleaned to the level i felt good. I recommend everyone to buy it. It doesn't have backup memory so that whenever power is interrupted in between, the program restarts from the beginning. Other than that everything is fine. Bought it for 25300 with an offer on credit card.",5
32850,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,It's an old model.. but works on beast mode. Industrial level cleaning guaranteed. Good demo. He is capable of doing other fittings too,5
32851,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"I would say that this dishwasher is affordable because it's white in color and does not have a digital display. But, washing wise it's really good at this budget. Yes, tea or milk utensils may not get clean more than 98% percent, but dishwasher is really worth it. Rest , all utensils are washed clean and has a new like shine. We are using mini 35 minute cycle, all steel utensils shine like silver and it's worth!! Saves the day and efforts in this covid situation. Please, you can really go ahe...",4
32852,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Excellent appliance for every household. Especially in the current situation when majority of people are not taking maids help. Power, Water and Detergent consumption is very less. If you are using the municipal water and the water hardness isn't too much, then no need to use the Dishwasher Salt. A strip is provided with the appliance using which one can easily find out the water hardness level. We are running this dishwasher usually at the night time just before going to bed and there is no ...",5
32853,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Never thought of buying a dishwasher! But due to current situation I had to go with the decision. I had a very stringent budget hence couldn't look for Bosch or Siemens which are top rated. Voltas Beko does the job as expected from a dishwasher. There will be always mixed reviews based on personal experience and fluctuating results. I am using this machine since one month and I can't complain much. However my 1st delivery was a damaged (broken corner) product due to transit. But the replaceme...,4
32854,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,It is a Made in Turkey product and thus country of origin is not India as wrongly mentioned in description.It has generally been washing utensils pretty well with just couple of spoons of dishwasher detergent (fortune) in quick n shine mode which takes around one hour to complete.  We do get rid of most food before placing them in.Utensils which required some decent scrubbing still require pre-cleaning by hand before putting in else they wont  be fully cleaned (in normal mode.. we have no...,4
32855,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,I purchased this dishwasher after so much reviews. Flipkart delivered in time and demo completed by voltas care. Really super I fully satisfied with this purchase. Working well. Thank you filpkart and Voltas.,5
32856,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,After lot of confusion and research we decided to buy voltas over IFB. We are glad that our decision was correct.We put all type of utensils and after wash..everything came out super shiny and dry...I believe to get better result one  must use good brand detergent combo and avoid shorter wash programs since they are not suitable for oily and dirty dishes...,4
32857,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"I live in west delhi with water TDS being 200, first i ordered the fancy one with 8 places but it was not enough(we are there people and cook 2 meals a day). Ordered this one and I am quite happy with this. Delivery on time and installation guy explained all the important things. I use fortune kit which costs me 350 rs for rinse aid/detergent and salt, I have tried the tablets that costs the same with quanity of 30. Although I see no differnce in both still the manual recommends detergent,sal...",4
32858,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,After using 40 days writing this review. This is  very fine machine.. but careful during installation.. . read the users manual carefully.. don't expect anything from service engineer. Position of outlet pipe  is very important ..ur dish washing quality depends on it.. outlet pipe must go upward as shown in installation photo in users manual...if machine kept in higher place and outlet pipe goes downward to drainage.. machine performance become very poor...be careful..,5
32859,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Value for money , a good product by voltas.",5
32860,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"After 5 months. Performance wise it is good. Giving 3 stars because When i received it, one leg was broken. And door was not shutting properly. I guess it got damaged during shipping. Otherwise it's working nicely..",3
32861,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Good quality...capacity is big enough for 4-6 member family.,5
32862,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"First day after installation, utensils are getting washed spick and shinning. But installation and demo was sub-standard. 1-Kg Salt finished after 2 washes. No Salt LED is glowing.  Giving two stars for this. Review will be updated after 1 month of use.",2
32863,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Call me immediately. The machine is not working,2
32864,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Monster cleaner! Easy to handle and doesn't make any noise. Use only Finish products if you want your dishwasher to be safe. Don't fall for cross-selling tricks by the installation guys that will hand you cheap vim kit with 5k+ additional amc.,5
32865,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,There is no installation and demo properly.they didn't check water hardness and demo person took  with them water hardness checking strip. Unacceptable  Performances. Return and Delivery 22nd. After cleaning it leaves white patches because of soapy water dry in dishwasher and not cleans utensils properly and it leaves white spots making it even more dirty . So it's no ready to use and need to be washed manually. Worst product. Poor performance. Waste of money.,1
32866,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Good Product at this price . Washing is ok,4
32867,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Volta's beko is working only 7 days after 7 days not working it is not recommended for anyone,1
32868,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Definitely vote for this product. Load for cleaning vessels is cut off. I'm happy with the purchase. Hard stains will not be removed until hand scrubbed. I guess this is common with every dishwasher. I've been using this past 5 months. I use fortune detergent which is much economical than finish products. Only fault I find is when there is power cut during the wash time it starts the cycle but during dry time it doesn't start from drying time and finish the cycle. That time it doesn't dry the...,4
32869,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Wonderful gadget,5
32870,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,defective piece,1
32871,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Water not draining fully. Have to clean inside manually with dry cloth,1
32872,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Rather substandard dishwasher made in Turkey.The detergent compartment lid is not easy to close. There is no easy way to increase or decrease rinse-aid release in this model.,3
32873,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"5 star for the product, delivery was on time but after that flipkart forgot to arrange the installation and demo, after waiting for 5 days when I asked them about it they arranged for the installation however this time it was for an AC which I had never purchased from them. Finally I had to book the installation myself directly with Voltas. So if you Don't get a call/SMS from voltas within 2days of delivery, call and book your installation with them directly dont wait for flipkart.",3
32874,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,This is excellent product and it's cleaning and drying the dishes very well. i do not understand why other dishwashers with 14place settings are priced so high. This has all features required at very low cost with latest technology. That too this is latest model. I am very happy with the purchase.,5
32875,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Don't buy such a worst product waste of money and waste of time ofter I used this product  I am writing this review and voltas customer care also worst so ladies please don't buy worst worst worst worst worst worst worst worst product,1
32876,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"To be honest a dishwasher is useless for Indian household . The only thing it can do is wash off some mild gravy residual from the plates. That's all , rest it's worthless",2
32877,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Literally I humbly request Please go for some other product. I have bought on 19 Nov and delivered on 24 Nov. Today is Dec 11 machine stopped working. Yet to get the fix from technician.,1
32878,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Detergent carry over is happening after wash. Moreover,  slight oil layer even not removed effectively after wash.",2
32879,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"The service is pretty bad, The dishwasher started giving issue and the motor is not working anymore so raised a ticket. No has come to visit its more than a week. I Dont recommend buying this product.",1
32880,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,It ll not wash properly..,1
32881,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,I purchased machine from flip kart but got refurbished machine not working. Voltas is also not listening. My 28 thousand goes waste.,2
32882,Voltas Beko DF14W Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Product quality is very good .suitable  for soft water .if they have inbuilt filter it will  be uselful for salty water. Most of them hesitate ti buy because if water  quality.,5
