Unnamed: 0,Product,Review_Summary,Rating
188167,mCaffeine Coffee Moment Festive Skincare Gift Set| Daily Essentials for all skin typesÂ Â (5 Items in the set),Awesome product original product very happy to receive original product M caffeine body Scrub is awesome You have to use it and try it you will love it guys,5
188168,mCaffeine Coffee Moment Festive Skincare Gift Set| Daily Essentials for all skin typesÂ Â (5 Items in the set),I am using Mcaffine Products very long back. I really like the smell of coffee. The face wash and face scrub helps to clean the skin and body scrub is very effective and suitable for any skin type.,5
188169,mCaffeine Coffee Moment Festive Skincare Gift Set| Daily Essentials for all skin typesÂ Â (5 Items in the set),"I bought the Mcaffeine gift box for my girlfriend for her birthday day. The packaging was so perfect, it has all the items that she liked, and she loves coffee so I thought of going for this gift. It has all the essential items for her face regimen. Plus it contains a wooden applicator and reusable soft towel. She was so fascinated by the gift box and she uses the products everyday now.",5
188170,mCaffeine Coffee Moment Festive Skincare Gift Set| Daily Essentials for all skin typesÂ Â (5 Items in the set),Mcaffine coffee moment gift set is the best to gift someone n to make anyone happy... Packaging is superb.. n the products are always the best.. loved the coffee fragrance of each product n the cute lil wooden spoon.. best for all skin.. highly recommends,5
188171,mCaffeine Coffee Moment Festive Skincare Gift Set| Daily Essentials for all skin typesÂ Â (5 Items in the set),"I gifted this to my close friend, he really loved this kit. Being honest their fragrance the aroma is really soothing, I liked their body scrub, but that's it, it almost been one month I hv been using only this product, and my face has worsened up, earlier I only had red pimples but now aftr using this product the 3rd day I also started getting white heads and.pimples, and now every day when I wake up I can atleast go and enjoy.",5
188172,mCaffeine Coffee Moment Festive Skincare Gift Set| Daily Essentials for all skin typesÂ Â (5 Items in the set),"Best Decision It was I ordered Mac Caffiene kit... It keeps Skin Super Fresh and Super Hyrdated.. You will not feel dryness, Dullness And Tanning on your body and Face After Applying These Products plus this is Budget Friendly.. Must buy Product",5
188173,mCaffeine Coffee Moment Festive Skincare Gift Set| Daily Essentials for all skin typesÂ Â (5 Items in the set),The packing was fantastic of the products. The products are very effective from first use. The body scrub helps to cleans exfloliates the skin and cleans the from pores. The face wash is very helpful in cleaning the first and extra oil from skin. In total its a complete kit to clean and scrub my skin...,5
188174,mCaffeine Coffee Moment Festive Skincare Gift Set| Daily Essentials for all skin typesÂ Â (5 Items in the set),The packing was fantastic of the products. The products are very effective from first use. The body scrub helps to cleans exfloliates the skin and cleans the from pores.The face wash is very helpful in cleaning the first and extra oil from skin.In total its a complete kit to clean and scrub my skin.Totally value of moneyLOVED it â¤ï¸ð¤,5
188175,mCaffeine Coffee Moment Festive Skincare Gift Set| Daily Essentials for all skin typesÂ Â (5 Items in the set),Such a nice gift hamper. Complete skin care. Products are so nice.  Not harsh on skin. Made it soft n nice.  Fragrance is amazing.  M in love with scrub.  I absolutely love it,5
188176,mCaffeine Coffee Moment Festive Skincare Gift Set| Daily Essentials for all skin typesÂ Â (5 Items in the set),Awsome kit and wonderful products in itThey are so premium to use and the richness is second to none I gifted this kit to my wife and she is so happy with the products.The quality of the products are also spot on,5
